ENTRY NAME,CODE,PUBLICATION,WEBSERVER,LINK,FOLDER1,CATEGORY1,SUBCATEGORY1,SUBSUBCATEGORY1,DESCRIPTION,GITHUB_STARS,LAST_COMMIT,LAST_COMMIT_AGO,LICENSE,CITATIONS,JOURNAL,JIF,PAGE_ICON,TAGS
Convex-PL,,https://doi.org/10.1007/s10822-017-0068-8,,https://team.inria.fr/nano-d/software/convex-pl/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,Convex-PL is a knowledge-based scoring function for protein-ligand interactions that augments Convex-PL with conformational flexibility for better performance in affinity prediction and virtual screening tasks.,,,,,25,Journal of Computer-Aided Molecular Design,3,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), knowledge-based"
DLIGAND2,https://github.com/yuedongyang/DLIGAND2,https://doi.org/10.1186/s13321-019-0373-4,,,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,"DLIGAND2 is a knowledge-based method for predicting protein-ligand binding affinity, utilizing a distance-scaled, finite, ideal-gas reference state.",12,2019-02-26T01:12:07.000Z,71 months ago,,40,Journal of Cheminformatics,7.1,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), knowledge-based"
ITScoreAff,,https://doi.org/10.1021/acs.jpcb.3c04421,,http://huanglab.phys.hust.edu.cn/ITScoreAff/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,iterative knowledge-based scoring function for protein-ligand interactions by considering binding affinity information,,,,,3,The Journal of Physical Chemistry B,2.8,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), knowledge-based"
KORP-PL,,https://doi.org/10.1093/bioinformatics/btaa748,,https://team.inria.fr/nano-d/software/korp-pl/,Structure-based Virtual Screening,Scoring Functions,Knowledge-based,,"KORP-PL is a novel coarse-grained knowledge-based scoring function for protein-ligand interactions, focusing on the relative orientation of a ligand molecule to a protein residue.",,,,,18,Bioinformatics,4.4,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), knowledge-based"
AEScore,https://github.com/bigginlab/aescore,https://doi.org/10.1186/s13321-021-00536-w,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Learning protein-ligand binding affinity using atomic environment vectors.,10,2022-03-24T13:38:33.000Z,34 months ago,,44,Journal of Cheminformatics,7.1,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
AEV-PLIG,https://github.com/oxpig/AEV-PLIG,https://doi.org/10.1038/s42004-025-01428-y,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,GNN-based scoring function that predicts the binding affinity of a bound protein-ligand complex,19,2025-02-12T11:51:53.000Z,,,0,Communications Chemistry,5.9,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
AGL-EAT-Score,https://github.com/,https://doi.org/10.1186/s13321-025-00955-z,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,extended atom-type graph-based model for�precise ligand�receptor binding afnity prediction,,,,,0,Journal of Cheminformatics,7.1,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
AKScore,,https://doi.org/10.3390/ijms21228424,,https://pubmed.ncbi.nlm.nih.gov/33182567/,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,"This model uses an ensemble of multiple independently trained 3-D convolutional neural networks to predict protein-ligand complex binding affinity, showing high correlation with experimental data.",,,,,70,International Journal of Molecular Sciences,4.9,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
APBScore,https://github.com/BaoJingxiao/APBScore,https://doi.org/10.1021/acs.jcim.0c00474,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Atom Pair Based scoring function.,9,2020-08-06T06:32:41.000Z,54 months ago,,12,Journal of Chemical Information and Modeling,5.6,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai"
BoostSF-SHAP,https://github.com/sousouhou/BoostSF-SHAP/,https://doi.org/10.1016/j.neucom.2024.129303,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Gradient boosting-based software for protein�ligand binding affinity prediction with explanations,0,2025-01-16T08:33:27.000Z,0 months ago,,0,Neurocomputing,5.5,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
CAPLA,https://github.com/lennylv/CAPLA,https://doi.org/10.1093/bioinformatics/btad049,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Improved prediction of protein-ligand binding affinity by a deep learning approach based on a cross-attention mechanism.,23,2022-11-09T03:35:04.000Z,26 months ago,,44,Bioinformatics,4.4,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
Censible,https://github.com/durrantlab/censible/,,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Predicts small-molecule binding affinities using deep-learning context explanation networks for interpretable output.,9,2025-02-09T05:27:59.000Z,8 months ago,,,,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
CL-GNN,https://github.com/Shaoruisun/CL-GNN,https://doi.org/10.1021/acs.jcim.4c01290,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Contrastive Learning and Graph Neural Network for Protein-Ligand Binding Affinity Prediction,5,2024-11-05T01:03:33.000Z,,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, contrastive learning, gnn"
CNN,https://github.com/miladrayka/convolutional_neural_networks,,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,convolutional neural networks and atomic contact features for binding affinity prediction.,1,2023-03-02T10:35:08.000Z,23 months ago,,,,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, convolutional neural network (CNN)"
ConBAP,https://github.com/ld139/ConBAP,https://doi.org/10.5281/zenodo.10532672,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Protein-Ligand Binding Affinity Prediction with Multimodal Contrastive Learning,5,2024-07-11T12:44:07.000Z,6 months ago,,0,,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity, contrastive learning"
CPIScore,https://github.com/liang2508/CPIScore,https://doi.org/10.1021/acs.jcim.4c01175,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,deep learning model designed to efficiently predict compound�protein interactions,5,2024-12-23T13:10:43.000Z,0 months ago,,0,Journal of Chemical Information and Modeling,5.6,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai"
DAAP,https://gitlab.com/mahnewton/daap,https://doi.org/10.1186/s13321-024-00844-x,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Distance plus attention for binding affinity prediction,,,,,2,Journal of Cheminformatics,7.1,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
DeepAffinity,https://github.com/Shen-Lab/DeepAffinity,https://doi.org/10.1093/bioinformatics/btz111,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Protein-compound affinity prediction through unified RNN-CNN.,141,2024-07-19T19:30:58.000Z,6 months ago,,359,Bioinformatics,4.4,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, contrastive learning, convolutional neural network (CNN), recurrrent neural network (RNN)"
DeepBindGCN,https://github.com/haiping1010/DeepBindGCN,https://doi.org/10.3390/molecules28124691,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Predicts protein ligand binding affinity non-dependent on docking conformation.,3,2023-04-07T08:59:03.000Z,21 months ago,,11,Molecules,4.2,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
DeepBindRG,https://github.com/haiping1010/DeepBindRG,https://doi.org/10.7717%2Fpeerj.7362,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,A deep learning based method for estimating effective protein-ligand affinity.,15,2019-08-14T03:39:09.000Z,66 months ago,,69,PeerJ,2.3,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
DeepGLSTM,https://github.com/MLlab4CS/DeepGLSTM,https://doi.org/10.1137/1.9781611977172.82,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,A model predicting binding affinity values between FDA-approved drugs and viral proteins of SARS-CoV-2.,17,2022-11-12T05:47:00.000Z,26 months ago,,37,Proceedings of the 2022 SIAM International Conference on Data Mining (SDM),2.2,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
ECIF,https://github.com/DIFACQUIM/ECIF,https://doi.org/10.1093/bioinformatics/btaa982,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Extended Connectivity Interaction Features for molecular analysis.,30,2021-09-23T17:11:49.000Z,40 months ago,,68,Bioinformatics,4.4,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, protein-ligand interaction (PLI)"
EGGNet,https://github.com/aws-samples/eggnet-equivariant-graph-of-graph-neural-network,https://doi.org/10.1021/acsomega.3c04889,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,"Source code for EGGNet, a framework for protein complex pose scoring.",10,2023-04-28T20:16:45.000Z,21 months ago,,1,ACS Omega,3.7,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai"
EIGN,https://github.com/wrihat/EIGN,https://doi.org/10.1109/TCBBIO.2025.3543162,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Equivariant Interaction-Aware Graph Network for Predicting the Binding Affinity of Protein-Ligand,2,2024-03-25T08:54:58.000Z,,,0,IEEE Transactions on Computational Biology and Bioinformatics,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
ENS-Score,https://github.com/miladrayka/ENS_Score,https://doi.org/10.1002/minf.202300292,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,ensemble-based approach to estimate confidence of predicted protein–ligand binding affinity values,3,2025-02-07T09:37:06.000Z,11 months ago,,2,Molecular Informatics,2.8,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity, ensemble"
ENS-Score GUI,https://github.com/miladrayka/ENS_SCORE_GUI,https://doi.org/10.1002/minf.202300292,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,ensemble-based approach to estimate confidence of predicted protein–ligand binding affinity values,0,2025-02-07T09:36:38.000Z,11 months ago,,,,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, GUI, ensemble"
EquiScore,https://github.com/CAODH/EquiScore,https://doi.org/10.1101/2023.06.18.545464,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,A scoring function for virtual screening and eval with interpretable output.,68,2024-01-08T14:01:38.000Z,12 months ago,,2,,,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai"
ET-Score,https://github.com/miladrayka/ET_Score,https://doi.org/10.1002/minf.202060084,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,A scoring function based on Extra Trees algorithm for predicting ligand-protein binding affinity.,8,2023-07-14T10:35:04.000Z,18 months ago,,10,Molecular Informatics,2.8,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
FAST,https://github.com/llnl/fast,https://doi.org/10.1021/acs.jcim.0c01306,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,Fusion models for Atomic and molecular STructures aiming at predicting accurate protein-ligand binding affinity.,91,2023-07-11T21:02:10.000Z,18 months ago,,185,Journal of Chemical Information and Modeling,5.6,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai, binding affinity"
FitScore,,https://doi.org/10.1007/s10822-024-00570-4,,,Structure-based Virtual Screening,Scoring Functions,"Machine-learning scoring functions, ML+AI",,FitScore: a fast machine learning-based score for 3D virtual screening enrichment,,,,,0,Journal of Computer-Aided Molecular Design,3,material/speedometer,"structure-based virtual screening (SBVS), scoring function (SF), machine-learning scoring function (MLSF), ml+ai"
